PUBCHEM_CID_ASSOCIATIONS,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_EXT_SUBSTANCE_URL,SMILES
12824700  1,"1,1,2,2-tetrafluoro-3-(2-methoxyethoxy)propane
76127-08-7",12824700,http://www.chemfish.co.jp/index.php?id=7235&project=product,COCCOCC(F)(F)C(F)F
2783373  1,"Allyl 2,2,3,3-tetrafluoropropyl ether
681-68-5",2783373,http://en.chemfish.co.jp/index.php?id=9104&project=product,C=CCOCC(F)(F)C(F)F
2783340  1,"1,1,2,2-tetrafluoro-3-methoxypropane
60598-17-6",2783340,http://www.chemfish.co.jp/index.php?id=7233&project=product,COCC(F)(F)C(F)F
2773261  1,"2-Bromoimidazole
16681-56-4",2773261,,Brc1ncc[nH]1
16253  1,"2,4,5-Tribromoimidazole
2034-22-2",16253,,Brc1nc(Br)c(Br)[nH]1
25749  1,"Hexafluoroisopropyl methyl ether
13171-18-1",25749,,COC(C(F)(F)F)C(F)(F)F
74483  1,"Perfluorooctanesulfonic acid
1763-23-1",74483,http://en.chemfish.co.jp/index.php?id=17912&project=product,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
"4253803  1
9554  2
5462222  2","potassium perfluorooctanoate
2395-00-8",4253803,,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
6626  1,"Bis(4-hydroxyphenyl) Sulfone
80-09-1",6626,,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
1268155  1,"Boc-L-1,2,3,4-tetrahydronorharman-3-carboxylic acid
66863-43-2",1268155,,CC(C)(C)OC(=O)N1Cc2[nH]c3ccccc3c2CC1C(=O)O
25058854  1,"Fmoc-DOPA(acetonide)-OH
852288-18-7",25058854,,CC1(C)Oc2ccc(CC(NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)O)cc2O1
301558  1,"4,4'-Diacetylbiphenyl
787-69-9",301558,,CC(=O)c1ccc(-c2ccc(C(C)=O)cc2)cc1
11137274  1,"Isopropyl 3-Aminocrotonate
14205-46-0",11137274,,CC(N)=CC(=O)OC(C)C
20119565  1,"2-(2,5-dichlorobenzamido)acetic acid
667403-46-5",20119565,,O=C(O)CNC(=O)c1cc(Cl)ccc1Cl
10290873  1,"2,1,3-Benzoxadiazole-4-aldehyde
32863-32-4",10290873,,O=Cc1cccc2nonc12
8550  1,"deserpidine
131-01-1",8550,,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC
56844015  1,"Ixazomib Citrate
1239908-20-3",56844015,,CC(C)CC(NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1
"11591741  1
962  2
1004  2
4369359  2","Sitagliptin phosphate Monohydrate
654671-77-9",11591741,,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O
"10158453  1
313  2
6918456  2","Prasugrel hydrochloride
389574-19-0",10158453,,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl
3784  1,"Isradipine
75695-93-1",3784,,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12
94431  1,"N-Heptafluorobutyrylimidazole
32477-35-3",94431,,O=C(n1ccnc1)C(F)(F)C(F)(F)C(F)(F)F
11022417  1,"(+)-2,10-(3,3-dichlorocamphorsultam)
151556-57-9",11022417,,CC1(C)C2CCC13CS(=O)(=O)NC3C2(Cl)Cl
362687  1,"(S)-(-)-10-Camphorsulfonylimine
60886-80-8",362687,,CC1(C)C2CCC13CS(=O)(=O)N=C3C2
854020  1,"(1S)-(-)-2,11-Camphorsultam
94594-90-8",854020,,CC1(C)C2CCC13CS(=O)(=O)NC3C2
719751  1,"(1R)-(+)-2,10-Camphorsultam
108448-77-7",719751,,CC1(C)C2CCC13CS(=O)(=O)NC3C2
7128360  1,"(1S)-(+)-(10-Camphorsulfonyl)oxaziridine
104322-63-6",7128360,,CC1(C)C2CCC13CS(=O)(=O)N1OC13C2
16212283  1,"(1R)-(-)-(10-Camphorsulfonyl)oxaziridine
104372-31-8",16212283,,CC1(C)C2CCC13CS(=O)(=O)N1OC13C2
12338307  1,"4-CHLORO-2,5-DIMETHYLANILINE
20782-94-9",12338307,,Cc1cc(Cl)c(C)cc1N
118604  1,"2,5-DICHLOROBENZYL ALCOHOL
34145-05-6",118604,,OCc1cc(Cl)ccc1Cl
139037  1,"3-(tert-Butyl)benzoic acid
7498-54-6",139037,,CC(C)(C)c1cccc(C(=O)O)c1
14621037  1,"4-BROMO-2,3-DIFLUOROANILINE
112279-72-8",14621037,,Nc1ccc(Br)c(F)c1F
94806  1,"2-Iodo-4-nitroanisole
5399-03-1",94806,http://www.chemfish.co.jp/index.php?id=5999&project=product,COc1ccc([N+](=O)[O-])cc1I
141946  1,"3-BROMO-PHENYL ACETATE
35065-86-2",141946,,CC(=O)Oc1cccc(Br)c1
2757658  1,"4-CHLORO-2-METHYLBENZALDEHYDE
40137-29-9",2757658,,Cc1cc(Cl)ccc1C=O
18983986  1,"5-Chloro-1,2-difluoro-3-nitrobenzene
169468-81-9",18983986,,O=[N+]([O-])c1cc(Cl)cc(F)c1F
53414034  1,"2-Chloro-4-(Trifluoromethoxy)Bromobenzene
892845-59-9",53414034,,FC(F)(F)Oc1ccc(Br)c(Cl)c1
2773534  1,"3-CHLORO-2,6-DIFLUOROBENZOIC ACID
225104-76-7",2773534,,O=C(O)c1c(F)ccc(Cl)c1F
17750697  1,"4-CHLORO-3-(TRIFLUOROMETHOXY)BENZYL BROMIDE
886500-93-2",17750697,,FC(F)(F)Oc1cc(CBr)ccc1Cl
90552  1,"2,5-Dimethoxytoluene
24599-58-4",90552,,COc1ccc(OC)c(C)c1
12474326  1,"1-BROMO-2,4-DIMETHYL-5-NITROBENZENE
69383-59-1",12474326,,Cc1cc(C)c([N+](=O)[O-])cc1Br
75402  1,"1,2-DIBROMO-4-FLUOROBENZENE
2369-37-1",75402,,Fc1ccc(Br)c(Br)c1
5221095  1,"2-FLUORO-5-(TRIFLUOROMETHOXY)BENZONITRILE
886498-08-4",5221095,,N#Cc1cc(OC(F)(F)F)ccc1F
354091  1,"METHYL 3-HYDROXY-4-METHYLBENZOATE
3556-86-3",354091,,COC(=O)c1ccc(C)c(O)c1
16244089  1,"2-BROMO-1-IODO-4-TRIFLUOROMETHYL-BENZENE
481075-58-5",16244089,,FC(F)(F)c1ccc(I)c(Br)c1
95294  1,"2-(4-METHYLPHENYL)ETHANOL
699-02-5",95294,,Cc1ccc(CCO)cc1
47719  1,"4-ISOPROPYL BENZYL BROMIDE
73789-86-3",47719,,CC(C)c1ccc(CBr)cc1
2736288  1,"2-Bromo-4,5-difluorophenol
166281-37-4",2736288,,Oc1cc(F)c(F)cc1Br
593813  1,"2,4,5-Trifluorobenzonitrile
98349-22-5",593813,,N#Cc1cc(F)c(F)cc1F
223080  1,"3-CHLORO-2,4-DIFLUORONITROBENZENE
3847-58-3",223080,,O=[N+]([O-])c1ccc(F)c(Cl)c1F
16328  1,"4-BROMO-N,N-DIETHYLANILINE
2052-06-4",16328,,CCN(CC)c1ccc(Br)cc1
2063378  1,"4-CHLORO-3-METHOXYBENZOIC ACID
85740-98-3",2063378,,COc1cc(C(=O)O)ccc1Cl
2734604  1,"2,4-DIMETHYLBENZYL BROMIDE
78831-87-5",2734604,,Cc1ccc(CBr)c(C)c1
10823279  1,"Methyl 2-bromo-3-methylbenzoate
131001-86-0",10823279,,COC(=O)c1cccc(C)c1Br
18373474  1,"2-Bromo-3-fluoronitrobenzene
59255-94-6",18373474,,O=[N+]([O-])c1cccc(F)c1Br
244558  1,"3,4-DICHLOROPHENETHYL ALCOHOL
35364-79-5",244558,,OCCc1ccc(Cl)c(Cl)c1
69705  1,"4-METHOXYPHENETHYL ALCOHOL
702-23-8",69705,,COc1ccc(CCO)cc1
89143  1,"3-BROMO-4-METHOXYTOLUENE
22002-45-5",89143,,COc1ccc(C)cc1Br
3585328  1,"5-BROMO-2-METHOXYANILINE
6358-77-6",3585328,,COc1ccc(Br)cc1N
141872  1,"4-Chloro-3-hydroxybenzoic acid
34113-69-4",141872,,O=C(O)c1ccc(Cl)c(O)c1
2734814  1,"Methyl 3-amino-4-methoxybenzoate
24812-90-6",2734814,,COC(=O)c1ccc(OC)c(N)c1
2758098  1,"2,4-DICHLORO-5-FLUOROANILINE
348-64-1",2758098,,Nc1cc(F)c(Cl)cc1Cl
113627  1,"1-(BROMOMETHYL)-2,3-DIMETHYLBENZENE
81093-21-2",113627,,Cc1cccc(CBr)c1C
23407  1,"(3,4-Dimethylphenyl)methanol
6966-10-5",23407,,Cc1ccc(CO)cc1C
2735553  1,"2-BROMO-3-CHLOROTOLUENE
69190-56-3",2735553,,Cc1cccc(Cl)c1Br
20151477  1,"4-Amino-2,5-Difluorobenzoic Acid
773108-64-8",20151477,,Nc1cc(F)c(C(=O)O)cc1F
18701750  1,"3-broMo-5-fluoro-4-hydroxybenzaldehyde
185345-46-4",18701750,,O=Cc1cc(F)c(O)c(Br)c1
46941314  1,"2-Bromo-6-methoxybenzonitrile
1245647-50-0",46941314,,COc1cccc(Br)c1C#N
66121  1,"2,3,5-Trichlorobenzoic acid
50-73-7",66121,,O=C(O)c1cc(Cl)cc(Cl)c1Cl
79200  1,"2,5-DIMETHOXYBENZONITRILE
5312-97-0",79200,,COc1ccc(OC)c(C#N)c1
66524926  1,"5-BroMo-2-fluoro-4-Methylbenzonitrile
1269493-45-9",66524926,,Cc1cc(F)c(C#N)cc1Br
74240  1,"1-BROMO-2,3,5,6-TETRAMETHYLBENZENE
1646-53-3",74240,,Cc1cc(C)c(C)c(Br)c1C
7018046  1,"4-BROMO-2-FLUORO-5-(TRIFLUOROMETHYL)ANILINE
104460-70-0",7018046,,Nc1cc(C(F)(F)F)c(Br)cc1F
21949840  1,"1-BROMO-3-CHLORO-5-METHOXYBENZENE
174913-12-3",21949840,,COc1cc(Cl)cc(Br)c1
78625  1,"N,N,3,5-TETRAMETHYLANILINE
4913-13-7",78625,,Cc1cc(C)cc(N(C)C)c1
11160305  1,"2-NITRO-4-(TRIFLUOROMETHYL)BENZALDEHYDE
109466-87-7",11160305,,O=Cc1ccc(C(F)(F)F)cc1[N+](=O)[O-]
16659395  1,"4-BROMO-3-CHLOROBENZONITRILE
57418-97-0",16659395,,N#Cc1ccc(Br)c(Cl)c1
142887  1,"4-FLUORO-2-METHOXYACETOPHENONE
51788-80-8",142887,,COc1cc(F)ccc1C(C)=O
44557939  1,"1-Bromo-5-chloro-3-fluoro-2-iodobenzene
201849-16-3",44557939,,Fc1cc(Cl)cc(Br)c1I
26985845  1,"METHYL 2-BROMO-4,5-DIFLUOROBENZOATE
878207-28-4",26985845,,COC(=O)c1cc(F)c(F)cc1Br
4382903  1,"1-BROMO-2,3,5-TRICHLOROBENZENE
81067-38-1",4382903,,Clc1cc(Cl)c(Cl)c(Br)c1
817974  1,"5-BROMO-2-CHLORONITROBENZENE
16588-24-2",817974,,O=[N+]([O-])c1cc(Br)ccc1Cl
67622  1,"1-(2-CHLOROETHYL)-4-FLUOROBENZENE
332-43-4",67622,,Fc1ccc(CCCl)cc1
934620  1,"2-(DIFLUOROMETHOXY)ANILINE
22236-04-0",934620,,Nc1ccccc1OC(F)F
2775585  1,"2-METHYL-5-(TRIFLUOROMETHYL)BENZOIC ACID
13055-63-5",2775585,,Cc1ccc(C(F)(F)F)cc1C(=O)O
15261013  1,"2-BROMO-5-(TRIFLUOROMETHYL)BENZOIC ACID
1483-56-3",15261013,,O=C(O)c1cc(C(F)(F)F)ccc1Br
7099035  1,"2,3-DIMETHYL-4-NITROANILINE
80879-86-3",7099035,,Cc1c(N)ccc([N+](=O)[O-])c1C
21501836  1,"1,4-DIBROMO-2,5-DIETHYLBENZENE
40787-48-2",21501836,,CCc1cc(Br)c(CC)cc1Br
67685  1,"4-(TRIFLUOROMETHYL)ACETANILIDE
349-97-3",67685,,CC(=O)Nc1ccc(C(F)(F)F)cc1
597166  1,"2,3-DIMETHYL-6-NITROANILINE
59146-96-2",597166,,Cc1ccc([N+](=O)[O-])c(N)c1C
97068  1,"4-BROMO-2-TERT-BUTYLPHENOL
10323-39-4",97068,,CC(C)(C)c1cc(Br)ccc1O
137186  1,"1-[4-(Trifluoromethyl)phenyl]ethanol
1737-26-4",137186,http://en.chemfish.co.jp/index.php?id=11615&project=product,CC(O)c1ccc(C(F)(F)F)cc1
56604632  1,"3-broMo-4,5-difluorobenzoic acid
1244642-73-6",56604632,,O=C(O)c1cc(F)c(F)c(Br)c1
15323111  1,"2-BROMO-5-HYDROXYBENZONITRILE
189680-06-6",15323111,,N#Cc1cc(O)ccc1Br
12223980  1,"2-Bromo-5-(trifluoromethyl)benzonitrile
1483-55-2",12223980,,N#Cc1cc(C(F)(F)F)ccc1Br
243890  1,"ETHYL 2-CYANOBENZOATE
6525-45-7",243890,,CCOC(=O)c1ccccc1C#N
158654  1,"5-amino-2-chloro-4-fluoro-phenol
84478-72-8",158654,,Nc1cc(O)c(Cl)cc1F
11446818  1,"2,2,2-TRIFLUORO-1-(4-HYDROXY-PHENYL)-ETHANONE
1823-63-8",11446818,,O=C(c1ccc(O)cc1)C(F)(F)F
518903  1,"1,3,5-TRIMETHOXY-2-NITROBENZENE
14227-18-0",518903,,COc1cc(OC)c([N+](=O)[O-])c(OC)c1
79334  1,"3-(TERT-BUTYL)ANILINE
5369-19-7",79334,http://www.chemfish.co.jp/index.php?id=2055&project=product,CC(C)(C)c1cccc(N)c1
16896  1,"4-Bromo-2-methylphenol
2362-12-1",16896,http://www.chemfish.co.jp/index.php?id=2056&project=product,Cc1cc(Br)ccc1O
90628  1,"Allyltributyltin
24850-33-7",90628,http://www.chemfish.co.jp/index.php?id=4701&project=product,C=CC[Sn](CCCC)(CCCC)CCCC
4992761  1,"2-(4,6-diphenyl-1,3,5-triazin-2-yl)-5-(hexyloxy)phenol
147315-50-2",4992761,http://www.chemfish.co.jp/index.php?id=4700&project=product,CCCCCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(O)c1
"22042521  1
26255  2
9855929  2",N-butyl-N-methylimidazolium tetrafluoroborate,22042521,http://www.chemfish.co.jp/index.php?id=4699&project=product,CCCC[N+]1(C)C=CN=C1.F[B-](F)(F)F
"129714263  1
62406  2
12006956  2",N-ethylimidazole trifluoromethanesulfonate,129714263,http://www.chemfish.co.jp/index.php?id=4698&project=product,CC[n+]1cc[nH]c1.O=S(=O)([O-])C(F)(F)F
"11277166  1
26255  2
11277167  2","1,3-di-n-butylimidazolium tetrafluoroborate",11277166,http://www.chemfish.co.jp/index.php?id=4697&project=product,CCCCn1cc[n+](CCCC)c1.F[B-](F)(F)F
"71463766  1
24247  2
2734162  2","1-butyl-3-methylimidazolium perchlorate
1-Butyl-3-methyl-1H-imidazol-3-ium perchlorate",71463766,http://www.chemfish.co.jp/index.php?id=4695&project=product,CCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-]
"24784691  1
313  2
10537570  2",1-methyl-3-pentylimidazolium chloride,24784691,http://www.chemfish.co.jp/index.php?id=4694&project=product,CCCCCn1cc[n+](C)c1.[Cl-]
"10537569  1
260  2
10537570  2",1-methyl-3-pentylimidazolium bromide,10537569,http://www.chemfish.co.jp/index.php?id=4693&project=product,CCCCCn1cc[n+](C)c1.[Br-]
"11403236  1
24841  2
10537570  2",1-pentyl-3-methylimidazolium iodide,11403236,http://www.chemfish.co.jp/index.php?id=4692&project=product,CCCCCn1cc[n+](C)c1.[I-]
"11651643  1
26255  2
10537570  2",1-pentyl-3-methylimidazolium tetrafluoroborate,11651643,http://www.chemfish.co.jp/index.php?id=4691&project=product,CCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"129818863  1
157857  2
10537570  2
57454852  2",1-pentyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide 1-hexyl-3-ethylimidazolium,129818863,http://www.chemfish.co.jp/index.php?id=4690&project=product,CCCCCC[n+]1ccn(CC)c1.CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"24873749  1
24247  2
2734164  2","1-HEXYL-3-METHYLIMIDAZOLIUM PERCHLORATE
648424-43-5",24873749,http://www.chemfish.co.jp/index.php?id=4689&project=product,CCCCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-]
"121225761  1
67931  2
2734224  2","1-Methyl-3-octyl-3-imidazolium Bis[(trifluoromethyl)sulfonyl]methanide
916729-96-9",121225761,http://www.chemfish.co.jp/index.php?id=4688&project=product,CCCCCCCCn1cc[n+](C)c1.O=S(=O)([CH-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"23105186  1
62481  2
2734164  2",1-Hexyl-3-methylimidazolium thiocyanate,23105186,http://www.chemfish.co.jp/index.php?id=4687&project=product,CCCCCCn1cc[n+](C)c1.N#C[S-]
"87081514  1
176  2
2734164  2",1-hexyl-3-methylimidazolium acetate,87081514,http://www.chemfish.co.jp/index.php?id=4686&project=product,CC(=O)[O-].CCCCCCn1cc[n+](C)c1
"10730104  1
260  2
10730105  2",1-heptyl-3-methylimidazolium bromide,10730104,http://www.chemfish.co.jp/index.php?id=4685&project=product,CCCCCCCn1cc[n+](C)c1.[Br-]
"87373187  1
26255  2
10730105  2","1-Heptyl-3-methylimidazolium tetrafluoroborate, >99%
244193-51-9",87373187,http://www.chemfish.co.jp/index.php?id=6271&project=product,CCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F
"12184590  1
157857  2
10730105  2","1-Heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide, >99%
425382-14-5",12184590,http://www.chemfish.co.jp/index.php?id=4682,CCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"15495092  1
24841  2
2734224  2",1-octyl-3-methylimidazolium iodide,15495092,http://www.chemfish.co.jp/index.php?id=4682&project=product,CCCCCCCCn1cc[n+](C)c1.[I-]
"121225990  1
24247  2
2734224  2",1-octyl-3-methylimidazolium perchlorate,121225990,http://www.chemfish.co.jp/index.php?id=4681&project=product,CCCCCCCCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-]
"132275599  1
1004  2
2734224  2",1-octyl-3-methylimidazolium dihydrogen phosphate,132275599,http://www.chemfish.co.jp/index.php?id=4680&project=product,CCCCCCCCn1cc[n+](C)c1.O=P([O-])(O)O
"87570905  1
6422  2
2734224  2",1-octyl-3-methylimidazolium trifluoroacetate,87570905,http://www.chemfish.co.jp/index.php?id=4679&project=product,CCCCCCCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F
"87273454  1
176  2
2734226  2",1-decyl-3-methylimidazolium acetate,87273454,http://www.chemfish.co.jp/index.php?id=4678&project=product,CC(=O)[O-].CCCCCCCCCCn1cc[n+](C)c1
"22251334  1
1004  2
2734162  2",1-butyl-3-methylimidazolium dihydrogen phosphate,22251334,http://www.chemfish.co.jp/index.php?id=4677&project=product,CCCCn1cc[n+](C)c1.O=P([O-])(O)O
"2734251  1
62406  2
2734170  2","1-hexyl-2,3-dimethylimidazolium
trifluoromethanesulfonate
797789-01-6",2734251,http://www.chemfish.co.jp/index.php?id=4676&project=product,CCCCCCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F
"129823476  1
1118  2
2734173  2",N-hexylpyridinium hydrogen sulfate,129823476,http://www.chemfish.co.jp/index.php?id=4675&project=product,CCCCCC[n+]1ccccc1.O=S(=O)([O-])O
"23635206  1
62406  2
75675  2",N-octylpyridinium trifluoromethanesulfonate,23635206,http://www.chemfish.co.jp/index.php?id=4674&project=product,CCCCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F
"21910271  1
6380  2
62406  2",tetramethylammonium trifluoromethanesulfonate,21910271,http://www.chemfish.co.jp/index.php?id=4673&project=product,C[N+](C)(C)C.O=S(=O)([O-])C(F)(F)F
"2724237  1
17208  2
26255  2","Triethyl-ammonium tetrafluoroborate
77794-93-5",2724237,http://www.chemfish.co.jp/index.php?id=4672&project=product,CC[N+](CC)(CC)Cc1ccccc1.F[B-](F)(F)F
"10214514  1
1004  2
5413  2","Tetraethylammonium dihydrogen phosphate
71494-19-4",10214514,http://www.chemfish.co.jp/index.php?id=4671&project=product,CC[N+](CC)(CC)CC.O=P([O-])(O)O
"21900126  1
944  2
9559  2",Tetrapropyl ammonium nitrate,21900126,http://www.chemfish.co.jp/index.php?id=4670&project=product,CCC[N+](CCC)(CCC)CCC.O=[N+]([O-])[O-]
13513573  1,tributyldecylphosphonium bromide,13513573,http://www.chemfish.co.jp/index.php?id=4669&project=product,CCCCCCCCCCP(Br)(CCCC)(CCCC)CCCC
"102600817  1
49935  2
122235706  2","1-propylsulfonic-3-methylimidazolium
179863-07-1",102600817,http://www.chemfish.co.jp/index.php?id=4668&project=product,CCCCS(=O)(=O)[O-].Cn1c2c[nH+]c1c(=O)o2
"10923804  1
305  2
6101  2","2-Hydroxy-N,N,N-trimethylethanaminium 4-methylbenzenesulfonate
55357-38-5",10923804,http://www.chemfish.co.jp/index.php?id=4666&project=product,C[N+](C)(C)CCO.Cc1ccc(S(=O)(=O)[O-])cc1
"71310876  1
157857  2
11229455  2","1-Allyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
655249-87-9",71310876,http://www.chemfish.co.jp/index.php?id=4665&project=product,C=CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
"129830643  1
24247  2
11229455  2",1-Allyl-3-methylimidazolium perchlorate,129830643,http://www.chemfish.co.jp/index.php?id=4664&project=product,C=CCn1cc[n+](C)c1.[O-][Cl+3]([O-])([O-])[O-]
"89882970  1
313  2
57568829  2",1-Allyl-3-ethylimidazolium chloride,89882970,http://www.chemfish.co.jp/index.php?id=4663&project=product,C=CC[n+]1ccn(CC)c1.[Cl-]
"71376537  1
260  2
23154613  2","1-Ethyl-3-(prop-2-en-1-yl)-2,3-dihydro-1H-imidazol-1-ium bromide
652134-09-3",71376537,http://www.chemfish.co.jp/index.php?id=4662&project=product,C=CCN1C=C[NH+](CC)C1.[Br-]
"87577512  1
313  2
23154596  2",1-allyl-3-butylimidazolium chloride,87577512,http://www.chemfish.co.jp/index.php?id=4660&project=product,C=CCn1cc[n+](CCCC)c1.[Cl-]
"86614377  1
260  2
23154596  2",1-allyl-3-butylimidazolium bromide,86614377,http://www.chemfish.co.jp/index.php?id=4659&project=product,C=CCn1cc[n+](CCCC)c1.[Br-]
"86614379  1
260  2
58704002  2",1-allyl-3-octylimidazolium bromide,86614379,http://www.chemfish.co.jp/index.php?id=4657&project=product,C=CCn1cc[n+](CCCCCCCC)c1.[Br-]
163648  1,"1-ethenyl-3-methylimidazol-3-ium
29322-86-9",163648,http://www.chemfish.co.jp/index.php?id=4656&project=product,C=Cn1cc[n+](C)c1
"87188763  1
26255  2
9976734  2","1-Ethyl-3-vinyl-1H-imidazol-3-ium tetrafluoroborate
936030-51-2",87188763,http://www.chemfish.co.jp/index.php?id=4655&project=product,C=Cn1cc[n+](CC)c1.F[B-](F)(F)F
"87327009  1
260  2
9976734  2","1-vinyl-3-ethylimidazolium bromide
81517-60-4",87327009,http://www.chemfish.co.jp/index.php?id=4654&project=product,C=Cn1cc[n+](CC)c1.[Br-]
"87382573  1
260  2
46178575  2",1-hexyl-3-vinylimidazolium bromide,87382573,http://www.chemfish.co.jp/index.php?id=4653&project=product,C=Cn1cc[n+](CCCCCC)c1.[Br-]
"129850437  1
313  2
86657883  2",1-octyl-3-vinylimidazolium chloride,129850437,http://www.chemfish.co.jp/index.php?id=4652&project=product,C=Cn1cc[n+](CCCCCCCC)c1.[Cl-]
"86657882  1
260  2
86657883  2",1-octyl-3-vinylimidazolium bromide,86657882,http://www.chemfish.co.jp/index.php?id=4651&project=product,C=Cn1cc[n+](CCCCCCCC)c1.[Br-]
"23103343  1
26255  2
23103344  2",1-methoxyethyl-3-methylimidazolium tetrafluoroborate,23103343,http://www.chemfish.co.jp/index.php?id=4647&project=product,COC(C)n1cc[n+](C)c1.F[B-](F)(F)F
"129927586  1
313  2
16751143  2",1-carboxyethyl-3-methylimidazolium chloride,129927586,http://www.chemfish.co.jp/index.php?id=4644&project=product,CC(C(=O)O)n1cc[n+](C)c1.[Cl-]
"141310260  1
944  2
4594614  2",1-carboxymethyl-3-methylimidazolium nitrate,141310260,http://www.chemfish.co.jp/index.php?id=4642&project=product,C[n+]1ccn(CC(=O)O)c1.O=[N+]([O-])[O-]
"22594729  1
3520  2
8697  2","Hexanoic acid, 2-ethyl-, compd. with guanidine (1:1)
26793-02-2",22594729,http://www.chemfish.co.jp/index.php?id=4640&project=product,CCCCC(CC)C(=O)O.N=C(N)N
129838266  1,"1,1,3,3-tetramethylguanidin lactate",129838266,http://www.chemfish.co.jp/index.php?id=4639&project=product,CC(O)C(=O)ON=C(N(C)C)N(C)C
129868799  1,"1,1,3,3-tetramethylguanidine trifluoroacetate",129868799,http://www.chemfish.co.jp/index.php?id=4638&project=product,CN(C)C(=NOC(=O)C(F)(F)F)N(C)C
"12856130  1
62406  2
66460  2","1,1,3,3-Tetramethylguanidine trifluoromethanesulfonate",12856130,http://www.chemfish.co.jp/index.php?id=4637&project=product,CN(C)C(=N)N(C)C.O=S(=O)(O)C(F)(F)F
"73294515  1
26255  2
66460  2","1,1,3,3-Tetramethylguanidine, tetrafluoroborate salt",73294515,http://www.chemfish.co.jp/index.php?id=4636&project=product,CN(C)C(=N)N(C)C.F[B-](F)(F)F
3016846  1,"1-tetradecylimidazole
54004-47-6",3016846,http://www.chemfish.co.jp/index.php?id=4635&project=product,CCCCCCCCCCCCCCn1ccnc1
54726191  1,"Dolutegravir  DTG
1051375-16-6",54726191,http://www.chemfish.co.jp/index.php?id=4630&project=product,CC1CCOC2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12
"67330085  1
1118  2
46188928  2","Larotrectinib Sulfate
1223405-08-0",67330085,http://www.chemfish.co.jp/index.php?id=4629&project=product,O=C(Nc1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12)N1CCC(O)C1.O=S(=O)(O)O
"53239799  1
313  2
49806720  2","Alectinib HCl
1256589-74-8",53239799,http://www.chemfish.co.jp/index.php?id=4628&project=product,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O.Cl
126565  1,"Lestaurtinib
111358-88-4",126565,http://www.chemfish.co.jp/index.php?id=4627&project=product,CC12OC(CC1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O
24872560  1,"Apalutamide
956104-40-8",24872560,http://www.chemfish.co.jp/index.php?id=4626&project=product,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F
46220502  1,"Abemaciclib
1231929-97-7",46220502,http://www.chemfish.co.jp/index.php?id=4625&project=product,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1
